2017-11-07 22-42-46:Test 1
2017-11-07 22-42-49:Test 1
2017-11-17 22-55-03 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-07 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-12 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-16 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-20 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-25 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-29 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-33 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-39 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-43 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-47 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-52 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-55-56 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-56-00 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-56-05 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-17 22-56-09 : Telegram - offset_check: 100888957, offset_compare: 100888957
2017-11-20 19-59-32 : Telegram - offset_check: 100888985, offset_compare: 100888985
2017-11-20 19-59-36 : Telegram - offset_check: 100888985, offset_compare: 100888985
2017-11-20 19-59-40 : Telegram - offset_check: 100888986, offset_compare: 100888985
2017-11-20 19-59-41 : /balance
2017-11-20 19-59-49 : Telegram - offset_check: 100888986, offset_compare: 100888986
2017-11-20 19-59-54 : Telegram - offset_check: 100888986, offset_compare: 100888986
2017-11-20 19-59-58 : Telegram - offset_check: 100888986, offset_compare: 100888986
2017-11-20 20-00-02 : Telegram - offset_check: 100888986, offset_compare: 100888986
2017-11-20 20-00-07 : Telegram - offset_check: 100888987, offset_compare: 100888986
2017-11-20 20-00-08 : /stoplistener
2017-11-20 20-00-39 : Telegram - offset_check: 100888987, offset_compare: 100888987
